"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Silva.ref"
"Zotu.1830","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","Dactylosporangium_unclass","KC554911.Unc47412_96.56_Dactylosporangium_cerinum_1447_96.545"
"Zotu.1831","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","AF058676.NlsOrbic_100_Rhizobium_taibaishanense_899_81.98"
"Zotu.1832","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","JXRI01002601.Sh3Jap11_70.54_Ehrlichia_ruminantium_767_79.531"
"Zotu.1833","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Phocea_massiliensis","BBZZ01000024.H9MBac19_91.53_Phocea_massiliensis_1434_99.93"
"Zotu.1834","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_Incertae_Sedis","Reyranella","Reyranella_massiliensis","DQ395977.Unc94558_97.78_Reyranella_massiliensis_1410_98.014"
"Zotu.1835","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","Christensenellaceae_R-7_group_unclass","EU794246.UncFi472_91.32_Thermotalea_metallivorans_1390_84.964"
"Zotu.1836","Eukaryota","Bangiales","Bangiales_cl","Bangiales_or","Bangiales_fa","Pyropia","Pyropia_unclass","KR149268.PrpNiti2_82.21_Methanofollis_ethanolicus_Methanofollis_liminatans_174_78.161"
"Zotu.1837","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_pyogenes","BAIQ01000070.GG7Pyog3_95.29_Bacteroides_pyogenes_1450_99.931"
"Zotu.1838","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","Blastocatella","Blastocatella_unclass","AJ619064.UncA2967_100_Blastocatella_fastidiosa_1449_94.065"
"Zotu.1839","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","JXRI01002601.Sh3Jap11_70.54_Ehrlichia_ruminantium_767_79.531"
"Zotu.1840","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Filimonas","Filimonas_unclass","JN217084.UncTerr9_92.14_Terrimonas_pekingensis_1452_93.388"
"Zotu.1841","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_unclass","Unknown_Family_unclass","HQ697853.Unc83098_88.55_Daeguia_caeni_1408_87.713"
"Zotu.1842","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","KU725479.Sh5Ripa2_74.59_Magnetovibrio_blakemorei_560_81.429"
"Zotu.1843","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_arupense","LASW02000112.G2FArup8_96.57_Mycobacterium_arupense_1456_100"
"Zotu.1844","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_jiangsuensis","FJ796079.GK7Spe15_98.27_Pseudoxanthomonas_jiangsuensis_1466_100"
"Zotu.1845","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","Lysobacter_panaciterrae","AB245359.GUFPanac_97.65_Lysobacter_panaciterrae_1466_100"
"Zotu.1846","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaeroglobus","Anaeroglobus_geminatus","FJ982979.UncBa712_99.87_Anaeroglobus_geminatus_1408_99.432"
"Zotu.1847","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas","Dechloromonas_agitata","AF204246.UncuB872_100_Dechloromonas_agitata_1459_98.081"
"Zotu.1848","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002_unclass","CDZG01039992.Gt8Me145_95.96_Oscillibacter_valericigenes_1453_94.15"
"Zotu.1849","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_unclass","BABD01000482.G7WHuG48_93.63_Bacteroides_uniformis_1454_95.117"
"Zotu.1850","Bacteria","Acidobacteria","Blastocatellia","Blastocatellales","Blastocatellaceae_","Stenotrophobacter","Stenotrophobacter_unclass","KC854958.IE0Bac12_95.78_Blastocatella_fastidiosa_1446_93.776"
"Zotu.1851","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_brevitalea","AB636962.Unc40434_97.59_Massilia_brevitalea_1450_97.793"
"Zotu.1852","Bacteria","Bacteroidetes","Bacteroidetes_VC2.1_Bac22","Bacteroidetes_VC2.1_Bac22_or","Bacteroidetes_VC2.1_Bac22_fa","Bacteroidetes_VC2.1_Bac22_ge","Bacteroidetes_VC2.1_Bac22_ge_unclass","KF945673.Unc90878_87.18_Fluviicola_hefeinensis_1450_86.966"
"Zotu.1853","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_oris","AM420137.UncP3140_96.25_Prevotella_oris_1453_99.174"
"Zotu.1854","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Wolinella","Wolinella_succinogenes","AF273252.WoiSucc5_100_Wolinella_succinogenes_1417_99.788"
"Zotu.1855","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclass","Gemmatimonadaceae_unclass","GQ472385.Unc31337_93.52_Gemmatirosa_kalamazoonesis_1375_87.345"
"Zotu.1856","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Asaia","Asaia_bogorensis","AB025928.IP7Bog28_99.93_Asaia_bogorensis_1410_100"
"Zotu.1857","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Parasutterella","Parasutterella_excrementihominis","AB370250.I6UExcre_98.06_Parasutterella_excrementihominis_1463_100"
"Zotu.1858","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge","0319-6G20_ge_unclass","AB630780.Unc66112_92.04_Desulfobacterium_anilini_1450_81.586"
"Zotu.1859","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001","Prevotellaceae_UCG-001_unclass","DQ456134.Unc79644_87.89_Marseilla_massiliensis_1466_89.018"
"Zotu.1860","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclass","Ruminococcaceae_unclass","GQ897646.Unc42934_95.23_Oscillibacter_valericigenes_1454_95.805"
"Zotu.1861","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","Blfdi19_ge","Blfdi19_ge_unclass","AB696061.Unc69604_91.81_Vulgatibacter_incomptus_1492_84.853"
"Zotu.1862","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces","Thermoactinomyces_intermedius","AF138734.GQUInter_99.2_Thermoactinomyces_intermedius_1470_100"
"Zotu.1863","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_humi","AB220107.J1PBac17_98.03_Sphingomonas_humi_1408_99.29"
"Zotu.1864","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","Janthinobacterium_lividum","AB680301.JnhLiv12_99.86_Janthinobacterium_lividum_1452_99.862"
"Zotu.1865","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus","Chelatococcus_asaccharovorans","FJ542847.UncChel4_96.16_Chelatococcus_asaccharovorans_1366_99.854"
"Zotu.1866","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus_chungkukjangi","KP334990.GOWChun2_96.75_Lysinibacillus_chungkukjangi_1477_97.901"
"Zotu.1867","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","JXRI01002601.Sh3Jap11_70.54_Ehrlichia_ruminantium_767_79.531"
"Zotu.1868","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_Incertae_Sedis","Steroidobacter","Povalibacter_uvarum","AY493939.UncuS892_100_Povalibacter_uvarum_1459_97.875"
"Zotu.1869","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_cellulosilyticum","DQ855276.RbuCellu_97.88_Rhizobium_cellulosilyticum_1404_100"
"Zotu.1870","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","[Eubacterium]_nodatum","FJ983023.Unc04k0z_92.75_[Eubacterium]_nodatum_1363_99.34"
"Zotu.1871","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_aldenense","EF398473.Unc36396_95.58_[Clostridium]_aldenense_1386_98.557"
"Zotu.1872","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia","Mannheimia_varigena","AF053893.GMKVar26_98.87_Mannheimia_varigena_1461_100"
"Zotu.1873","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus","Ornithinibacillus_californiensis","AF326365.OibCalif_96.79_Ornithinibacillus_californiensis_1484_100"
"Zotu.1874","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_unclass","AB821160.Unc90688_96.05_Phenylobacterium_zucineum_1403_96.579"
"Zotu.1875","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_NK4A136_group_unclass","FM873967.Unc34873_91.23_Eisenbergiella_massiliensis_1467_91.547"
"Zotu.1876","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus","Bacillus_isronensis","AF385535.GXVSpec6_100_Bacillus_isronensis_1477_99.458"
"Zotu.1877","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Panacagrimonas","Panacagrimonas_perspica","AB663506.GX3Pro84_94.76_Panacagrimonas_perspica_1451_99.311"
"Zotu.1878","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_composti","EF122436.HJSCompo_93.24_Sphingobacterium_composti_1449_100"
"Zotu.1879","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_erythreum","KJ874351.I2TSpec4_94.06_Aeromicrobium_erythreum_1442_96.879"
"Zotu.1880","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_7_unclass","JQ085649.Unc39003_90.82_Prevotella_fusca_1457_91.833"
"Zotu.1881","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_lutimaris","AM990798.IHKSpe91_97.5_Paracoccus_lutimaris_1384_99.133"
"Zotu.1882","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_clostridioforme","AGYO01000012.CsrClo17_96.03_[Clostridium]_clostridioforme_1451_98.828"
"Zotu.1883","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura_keratinilytica","EU637009.H2XKerat_97.31_Actinomadura_keratinilytica_1444_100"
"Zotu.1884","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Candidatus_Arthromitus","Candidatus_Arthromitus_unclass","AGAG01000005.A6BArthr_98.4_Clostridium_swellfunianum_1455_85.636"
"Zotu.1885","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter","Variibacter_unclass","AF292996.UncGre18_100_Rhodoplanes_elegans_1407_96.162"
"Zotu.1886","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_chloritidismutans","AB680324.F1NSt109_99.79_Pseudomonas_chloritidismutans_1458_98.971"
"Zotu.1887","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Verticia","Achromobacter_sediminum","JN990081.Unc37356_97.52_Achromobacter_sediminum_1452_97.727"
"Zotu.1888","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002_unclass","EU530310.UncOsci3_98.25_Oscillibacter_valericigenes_1454_94.567"
"Zotu.1889","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclass","Lachnospiraceae_unclass","AF499906.Unc24833_100_[Clostridium]_indolis_1459_94.517"
"Zotu.1890","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_rosa","KR232270.NvpSp130_97.68_Novosphingobium_rosa_1412_98.442"
"Zotu.1891","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia","Nesterenkonia_lacusekhoensis","KT281591.NskSpe36_98.5_Nesterenkonia_lacusekhoensis_1440_99.653"
"Zotu.1892","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacterium","Propionibacterium_granulosum","AOST01000090.H1JGranu_97.47_Propionibacterium_granulosum_1445_100"
"Zotu.1893","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","CL500-29_marine_group","CL500-29_marine_group_unclass","AB672170.Unc90164_93.91_Ilumatobacter_fluminis_1446_91.632"
"Zotu.1894","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_unclass","HQ120599.Unc79309_94.15_Pseudolabrys_taiwanensis_1360_95.147"
"Zotu.1895","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_1","Ruminiclostridium_1_unclass","KF550877.UncBa322_90.61_[Clostridium]_clariflavum_1581_90.639"
"Zotu.1896","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium_unclass","FJ868763.Unc47327_89.16_Sphingobacterium_gobiense_1454_94.911"
"Zotu.1897","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_unclass","KJ734902.Unc58787_93.23_Flavobacterium_rakeshii_1443_94.179"
"Zotu.1898","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas_maltophilia","KM434247.GFUMa134_99.32_Stenotrophomonas_maltophilia_1466_98.909"
"Zotu.1899","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_tritolerans","DQ345779.GQTTrito_99.47_Streptomyces_tritolerans_1447_100"
"Zotu.1900","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces_tropicus","AB546309.H5CSpec6_97.56_Agromyces_tropicus_1451_98.415"
"Zotu.1901","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","Lachnospiraceae_FCS020_group_unclass","EF402788.Unc38454_96.51_Robinsoniella_peoriensis_1453_93.599"
"Zotu.1902","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","Lachnospiraceae_ge_unclass","AM275472.Unc26441_96.13_Eubacterium_xylanophilum_1470_93.537"
"Zotu.1903","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_chacoense","AJ278249.MizChaco_98.29_Mesorhizobium_chacoense_1406_100"
"Zotu.1904","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_S24-7_group","Bacteroidales_S24-7_group_ge","Bacteroidales_S24-7_group_ge_unclass","AATF01000279.GFVMoGu8_88.55_Muribaculum_intestinale_1424_88.904"
"Zotu.1905","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Agaricicola","Agaricicola_taiwanensis","FJ594057.J7LTaiwa_92.33_Agaricicola_taiwanensis_1404_100"
"Zotu.1906","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","KD3-93","KD3-93_ge","KD3-93_ge_unclass","JN609338.Unc49508_95.22_Owenweeksia_hongkongensis_1455_86.667"
"Zotu.1907","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea","Zoogloea_caeni","AB504949.Unc75616_97.87_Zoogloea_caeni_1459_97.738"
"Zotu.1908","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_limi","JQ977241.IUCSpec9_96.06_Devosia_limi_1405_99.786"
"Zotu.1909","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aquamicrobium","Nitratireductor_lucknowense","JAGL01000083.IK6Spec2_98.02_Nitratireductor_lucknowense_1406_98.649"
"Zotu.1910","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Helcococcus","Helcococcus_unclass","HM036005.Unc46979_88.36_Helcococcus_seattlensis_1454_94.429"
"Zotu.1911","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_subsaxonicum","AM934666.H6DSubs2_95.16_Flavobacterium_subsaxonicum_1437_99.93"
"Zotu.1912","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium","Pedomicrobium_unclass","FJ444696.Unc87811_96.06_Pedomicrobium_manganicum_1392_96.839"
"Zotu.1913","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_onderdonkii","AJWZ01008598.G7WHuG61_94.68_Alistipes_onderdonkii_1449_97.101"
"Zotu.1914","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge","Subgroup_6_ge_unclass","AY281352.UncAci25_100_Holophaga_foetida_1446_83.956"
"Zotu.1915","Bacteria","Chloroflexi","Thermomicrobia","JG30-KF-CM45","JG30-KF-CM45_fa","JG30-KF-CM45_ge","JG30-KF-CM45_ge_unclass","JN178116.Unc59546_83.21_Sphaerobacter_thermophilus_1445_85.19"
"Zotu.1916","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadales_unclass","uncultured_ge","uncultured_ge_unclass","DQ450180.UncPr221_92.85_Povalibacter_uvarum_1463_91.456"
"Zotu.1917","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","Prevotella_denticola","AB547679.H0LDent4_98.46_Prevotella_denticola_1452_100"
"Zotu.1918","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_disiens","AB547683.H0LDisi3_93.11_Prevotella_disiens_1452_99.656"
"Zotu.1919","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter","Pseudoclavibacter_soli","AUIC01000003.PvbcSoli_94.54_Pseudoclavibacter_soli_1442_100"
"Zotu.1920","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_haifense","JQ684227.HZ9Anthr_97.16_Chryseobacterium_haifense_1442_97.365"
"Zotu.1921","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas_3","Selenomonas_artemidis","AENV01000005.FU3Spe26_97.19_Selenomonas_artemidis_1467_98.705"
"Zotu.1922","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium_unclass","KC854937.HZ9Haif3_95.89_Chryseobacterium_pallidum_1440_96.319"
"Zotu.1923","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermopolyspora","Thermopolyspora_flexuosa","ADGO01000428.H1SMeta2_95.13_Thermopolyspora_flexuosa_1445_98.547"
"Zotu.1924","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma_salivarium","AXZE01000009.H0HSaliv_94.87_Mycoplasma_salivarium_1443_100"
"Zotu.1925","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea","Candidatus_Soleaferrea_unclass","HQ793969.UncO4779_88.22_Phocea_massiliensis_1441_89.729"
"Zotu.1926","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Zimmermannella","Pseudoclavibacter_alba","AB012593.FNWBaIFO_96.96_Pseudoclavibacter_alba_1442_99.515"
"Zotu.1927","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus_corynebacterioides","AF430066.Rd4Coryn_99.12_Rhodococcus_corynebacterioides_1440_100"
"Zotu.1928","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","cvE6","cvE6_ge","cvE6_ge_unclass","GCVF01000518.Th8Rotu6_87.24_Simkania_negevensis_1478_87.618"
"Zotu.1929","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Clostridium_paraputrificum","AY442815.CsrParap_99.8_Clostridium_paraputrificum_1436_99.93"
"Zotu.1930","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","Verrucomicrobium_unclass","GQ264087.Unc51448_90.83_Verrucomicrobium_spinosum_1460_93.836"
"Zotu.1931","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella","Kribbella_flavida","AB447490.KbbSpec7_95.93_Kribbella_flavida_Kribbella_ginsengisoli_1441_98.959"
"Zotu.1932","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Sanguibacteraceae","Sanguibacter","Sanguibacter_marinus","AJ783958.HVKMarin_95.36_Sanguibacter_marinus_1445_100"
"Zotu.1933","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclass","Moraxellaceae_unclass","JN038769.UncG1404_91.81_Pseudomonas_vancouverensis_1463_90.567"
"Zotu.1934","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclass","Moraxellaceae_unclass","HQ120577.Unc33272_94.45_Cavicella_subterranea_1395_90.968"
"Zotu.1935","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas_flavigena","LT223647.HQ1Flav8_99.12_Cellulomonas_flavigena_Cellulomonas_iranensis_1441_99.167"
"Zotu.1936","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Succiniclasticum","Succiniclasticum_unclass","AB507681.Unc04iti_97.51_Succiniclasticum_ruminis_1479_92.427"
"Zotu.1937","Bacteria","Cyanobacteria","Chloroplast","Chloroplast_or","Chloroplast_fa","Chloroplast_ge","Chloroplast_ge_unclass","AB899712.NtzSpec9_80.1_Campylobacter_corcagiensis_1201_74.938"
"Zotu.1938","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria_ge","Mitochondria_ge_unclass","KP109803.Sh5Palu6_78.37_Agrobacterium_vitis_Rhizobium_taibaishanense_552_81.522"
"Zotu.1939","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Actinomadura_keratinilytica","EU637009.H2XKerat_97.31_Actinomadura_keratinilytica_1444_100"
"Zotu.1940","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter_panaciterrae","KP231740.UncPedo3_97.38_Pedobacter_panaciterrae_1446_98.133"
"Zotu.1941","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia_albidiflava","LC065173.HF6Sp226_96.06_Massilia_albidiflava_1443_97.99"
"Zotu.1942","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","SR-FBR-L83","SR-FBR-L83_ge","SR-FBR-L83_ge_unclass","FR667812.Unc13131_90.8_Melioribacter_roseus_1482_89.879"
"Zotu.1943","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella","Moryella_unclass","AB969573.Unc04r6e_91.36_Blautia_producta_1399_94.282"
"Zotu.1944","Bacteria","Chloroflexi","TK10","TK10_or","TK10_fa","TK10_ge","TK10_ge_unclass","JX079209.Unc83160_86.39_Caldilinea_tarbellica_1399_82.702"
"Zotu.1945","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","S0134_terrestrial_group_or","S0134_terrestrial_group_fa","S0134_terrestrial_group_ge","S0134_terrestrial_group_ge_unclass","EU369154.UncB3882_87.61_Thermaerobacter_nagasakiensis_1503_85.03"
"Zotu.1946","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium_pyrenivorans","AJ431371.G2FPyren_98.24_Mycobacterium_pyrenivorans_1444_100"
"Zotu.1947","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Olivibacter","Olivibacter_terrae","AB267714.OvbTerra_91.89_Olivibacter_terrae_1445_100"
"Zotu.1948","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola","Fodinicola_unclass","KC554285.Unc30505_93.52_Sporichthya_polymorpha_1443_94.664"
"Zotu.1949","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillaceae_unclass","Rhodospirillaceae_unclass","JQ798463.Unc73251_91.44_Caenispirillum_bisanense_1429_89.783"
"Zotu.1950","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces_xiamenensis","CP009922.GQTXiam5_97.42_Streptomyces_xiamenensis_1452_99.518"
"Zotu.1951","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_reichenbachii","AM177616.H6DReic2_96.71_Flavobacterium_reichenbachii_1435_100"
"Zotu.1952","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces_artemisiae","JN408754.GTWSpec4_96.16_Glycomyces_artemisiae_1453_99.725"
"Zotu.1953","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis_kunsanensis","ANAY01000063.Nd7Kunsa_97.56_Nocardiopsis_kunsanensis_1455_100"
